Company,Country,Patent (Raw),Patent (Cleaned),Ambiguous
Dolby Laboratories Licensing Corporation,HU,"EP 4,155,898",EP4155898,False
Dolby Laboratories Licensing Corporation,HU,"EP 4,160,385",EP4160385,False
Dolby Laboratories Licensing Corporation,HU,"EP 4,236,325",EP4236325,False
Dolby Laboratories Licensing Corporation,HU,"EP 4,300,974",EP4300974,False
Dolby Laboratories Licensing Corporation,HU,"EP 4,472,202",EP4472202,False
Dolby Laboratories Licensing Corporation,HU,"EP 4,472,203",EP4472203,False
Dolby Laboratories Licensing Corporation,ID,ID P000090281,IDP000090281,False
Dolby Laboratories Licensing Corporation,ID,ID P000090285,IDP000090285,False
Dolby Laboratories Licensing Corporation,ID,ID P000092070,IDP000092070,False
Dolby Laboratories Licensing Corporation,ID,ID P000095531,IDP000095531,False
Dolby Laboratories Licensing Corporation,ID,ID P000102301,IDP000102301,False
Dolby Laboratories Licensing Corporation,IE,"EP 2,308,239",EP2308239,False
Dolby Laboratories Licensing Corporation,IE,"EP 3,079,055",EP3079055,False
Dolby Laboratories Licensing Corporation,IE,"EP 3,514,677",EP3514677,False
Dolby Laboratories Licensing Corporation,IE,"EP 3,523,970",EP3523970,False
Dolby Laboratories Licensing Corporation,IE,"EP 3,595,281",EP3595281,False
Dolby Laboratories Licensing Corporation,IE,"EP 3,742,715",EP3742715,False
Dolby Laboratories Licensing Corporation,IE,"EP 3,800,542",EP3800542,False
Dolby Laboratories Licensing Corporation,IE,"EP 3,800,543",EP3800543,False
Dolby Laboratories Licensing Corporation,IE,"EP 3,850,847",EP3850847,False
Dolby Laboratories Licensing Corporation,IE,"EP 3,974,956",EP3974956,False
Dolby Laboratories Licensing Corporation,IE,"EP 4,009,620 C0",EP4009620C0,False
Dolby Laboratories Licensing Corporation,IE,"EP 4,064,706",EP4064706,False
Dolby Laboratories Licensing Corporation,IE,"EP 4,072,137",EP4072137,False
Dolby Laboratories Licensing Corporation,IE,"EP 4,137,929",EP4137929,False
Dolby Laboratories Licensing Corporation,IE,"EP 4,150,909",EP4150909,False
Dolby Laboratories Licensing Corporation,IE,"EP 4,155,898",EP4155898,False
Dolby Laboratories Licensing Corporation,IE,"EP 4,160,385",EP4160385,False
Dolby Laboratories Licensing Corporation,IE,"EP 4,236,325",EP4236325,False
Dolby Laboratories Licensing Corporation,IE,"EP 4,300,974",EP4300974,False
Dolby Laboratories Licensing Corporation,IE,"EP 4,472,202",EP4472202,False
Dolby Laboratories Licensing Corporation,IE,"EP 4,472,203",EP4472203,False
Dolby Laboratories Licensing Corporation,IL,"IL 265,771",IL265771,False
Dolby Laboratories Licensing Corporation,IL,IL 277365,IL277365,False
Dolby Laboratories Licensing Corporation,IL,IL 280688,IL280688,False
Dolby Laboratories Licensing Corporation,IL,IL 287875,IL287875,False
Dolby Laboratories Licensing Corporation,IL,IL 289965,IL289965,False
Dolby Laboratories Licensing Corporation,IL,IL 295131,IL295131,False
Dolby Laboratories Licensing Corporation,IL,IL 296162,IL296162,False
Dolby Laboratories Licensing Corporation,IL,IL 304034,IL304034,False
Dolby Laboratories Licensing Corporation,IL,IL 305702,IL305702,False
Dolby Laboratories Licensing Corporation,IL,"IL 310,366",IL310366,False
Dolby Laboratories Licensing Corporation,IN,IN 490303,IN490303,False
Dolby Laboratories Licensing Corporation,IN,IN 492801,IN492801,False
Dolby Laboratories Licensing Corporation,IN,IN 541566,IN541566,False
Dolby Laboratories Licensing Corporation,IN,IN 541570,IN541570,False
Dolby Laboratories Licensing Corporation,IN,IN 541691,IN541691,False
Dolby Laboratories Licensing Corporation,IN,IN 541693,IN541693,False
Dolby Laboratories Licensing Corporation,IN,IN 550878,IN550878,False
Dolby Laboratories Licensing Corporation,IN,IN 562879,IN562879,False
Dolby Laboratories Licensing Corporation,IS,"EP 3,079,055",EP3079055,False
Dolby Laboratories Licensing Corporation,IS,"EP 3,514,677",EP3514677,False
Dolby Laboratories Licensing Corporation,IS,"EP 3,595,281",EP3595281,False
Dolby Laboratories Licensing Corporation,IS,"EP 3,742,715",EP3742715,False
Dolby Laboratories Licensing Corporation,IS,"EP 3,800,542",EP3800542,False
Dolby Laboratories Licensing Corporation,IS,"EP 3,800,543",EP3800543,False
Dolby Laboratories Licensing Corporation,IS,"EP 3,974,956",EP3974956,False
Dolby Laboratories Licensing Corporation,IS,"EP 4,137,929",EP4137929,False
Dolby Laboratories Licensing Corporation,IS,"EP 4,155,898",EP4155898,False
Dolby Laboratories Licensing Corporation,IS,"EP 4,160,385",EP4160385,False
Dolby Laboratories Licensing Corporation,IS,"EP 4,472,202",EP4472202,False
Dolby Laboratories Licensing Corporation,IS,"EP 4,472,203",EP4472203,False
Dolby Laboratories Licensing Corporation,IT,"EP 2,308,239",EP2308239,False
Dolby Laboratories Licensing Corporation,IT,"EP 2,716,028",EP2716028,False
Dolby Laboratories Licensing Corporation,IT,"EP 3,079,055",EP3079055,False
Dolby Laboratories Licensing Corporation,IT,"EP 3,514,677",EP3514677,False
Dolby Laboratories Licensing Corporation,IT,"EP 3,523,970",EP3523970,False
Dolby Laboratories Licensing Corporation,IT,"EP 3,595,281",EP3595281,False
Dolby Laboratories Licensing Corporation,IT,"EP 3,742,715",EP3742715,False
Dolby Laboratories Licensing Corporation,IT,"EP 3,800,542",EP3800542,False
Dolby Laboratories Licensing Corporation,IT,"EP 3,800,543",EP3800543,False
Dolby Laboratories Licensing Corporation,IT,"EP 3,850,847",EP3850847,False
Dolby Laboratories Licensing Corporation,IT,"EP 3,974,956",EP3974956,False
Dolby Laboratories Licensing Corporation,IT,"EP 4,009,620 C0",EP4009620C0,False
Dolby Laboratories Licensing Corporation,IT,"EP 4,064,706",EP4064706,False
Dolby Laboratories Licensing Corporation,IT,"EP 4,072,137",EP4072137,False
Dolby Laboratories Licensing Corporation,IT,"EP 4,137,929",EP4137929,False
Dolby Laboratories Licensing Corporation,IT,"EP 4,150,909",EP4150909,False
Dolby Laboratories Licensing Corporation,IT,"EP 4,155,898",EP4155898,False
Dolby Laboratories Licensing Corporation,IT,"EP 4,160,385",EP4160385,False
Dolby Laboratories Licensing Corporation,IT,"EP 4,236,325",EP4236325,False
Dolby Laboratories Licensing Corporation,IT,"EP 4,300,974",EP4300974,False
Dolby Laboratories Licensing Corporation,IT,"EP 4,472,202",EP4472202,False
Dolby Laboratories Licensing Corporation,IT,"EP 4,472,203",EP4472203,False
Dolby Laboratories Licensing Corporation,JP,"JP 5,406,942",JP5406942,False
Dolby Laboratories Licensing Corporation,JP,"JP 5,562,408",JP5562408,False
Dolby Laboratories Licensing Corporation,JP,"JP 6,180,566",JP6180566,False
Dolby Laboratories Licensing Corporation,JP,"JP 6,224,052",JP6224052,False
Dolby Laboratories Licensing Corporation,JP,"JP 6,366,641",JP6366641,False
Dolby Laboratories Licensing Corporation,JP,"JP 6,561,098",JP6561098,False
Dolby Laboratories Licensing Corporation,JP,"JP 6,640,929",JP6640929,False
Dolby Laboratories Licensing Corporation,JP,"JP 6,871,366",JP6871366,False
Dolby Laboratories Licensing Corporation,JP,"JP 6,905,010",JP6905010,False
Dolby Laboratories Licensing Corporation,JP,"JP 7,049,419",JP7049419,False
Dolby Laboratories Licensing Corporation,JP,"JP 7,087,100",JP7087100,False
Dolby Laboratories Licensing Corporation,JP,"JP 7,091,306",JP7091306,False
Dolby Laboratories Licensing Corporation,JP,"JP 7,145,290",JP7145290,False
Dolby Laboratories Licensing Corporation,JP,"JP 7,246,542",JP7246542,False
Dolby Laboratories Licensing Corporation,JP,"JP 7,275,345",JP7275345,False
Dolby Laboratories Licensing Corporation,JP,"JP 7,353,520",JP7353520,False
Dolby Laboratories Licensing Corporation,JP,"JP 7,411,727",JP7411727,False
Dolby Laboratories Licensing Corporation,JP,"JP 7,421,674",JP7421674,False
Dolby Laboratories Licensing Corporation,JP,"JP 7,422,832",JP7422832,False
Dolby Laboratories Licensing Corporation,JP,"JP 7,422,833",JP7422833,False
Dolby Laboratories Licensing Corporation,JP,"JP 7,559,171",JP7559171,False
Dolby Laboratories Licensing Corporation,JP,"JP 7,568,182",JP7568182,False
Dolby Laboratories Licensing Corporation,JP,"JP 7,602,572",JP7602572,False
Dolby Laboratories Licensing Corporation,JP,"JP 7,603,133",JP7603133,False
Dolby Laboratories Licensing Corporation,JP,"JP 7,612,061",JP7612061,False
Dolby Laboratories Licensing Corporation,JP,"JP 7,612,062",JP7612062,False
Dolby Laboratories Licensing Corporation,JP,"JP 7,647,005",JP7647005,False
Dolby Laboratories Licensing Corporation,JP,"JP 7,659,039",JP7659039,False
Dolby Laboratories Licensing Corporation,JP,"JP 7,688,217",JP7688217,False
Dolby Laboratories Licensing Corporation,JP,"JP 7,699,279",JP7699279,False
Dolby Laboratories Licensing Corporation,JP,"JP 7,699,280",JP7699280,False
Dolby Laboratories Licensing Corporation,JP,"JP 7,702,558",JP7702558,False
Dolby Laboratories Licensing Corporation,JP,"JP 7,707,397",JP7707397,False
Dolby Laboratories Licensing Corporation,JP,"JP 7,717,247",JP7717247,False
Dolby Laboratories Licensing Corporation,JP,"JP 7,717,248",JP7717248,False
Dolby Laboratories Licensing Corporation,JP,"JP 7,747,859",JP7747859,False
Dolby Laboratories Licensing Corporation,JP,"JP 7,747,860",JP7747860,False
Dolby Laboratories Licensing Corporation,JP,"JP 7,781,252",JP7781252,False
Dolby Laboratories Licensing Corporation,KE,AP 6125,AP6125,False
Dolby Laboratories Licensing Corporation,KE,AP 6941,AP6941,False
Dolby Laboratories Licensing Corporation,KE,AP 7595,AP7595,False
Dolby Laboratories Licensing Corporation,KE,AP 7968,AP7968,False
Dolby Laboratories Licensing Corporation,KG,EA 039463,EA039463,False
Dolby Laboratories Licensing Corporation,KG,EA 042523,EA042523,False
Dolby Laboratories Licensing Corporation,KG,EA 042564,EA042564,False
Dolby Laboratories Licensing Corporation,KG,EA 044734,EA044734,False
Dolby Laboratories Licensing Corporation,KG,EA 047543,EA047543,False
Dolby Laboratories Licensing Corporation,KG,EA 048261,EA048261,False
Dolby Laboratories Licensing Corporation,KG,EA 048724,EA048724,False
Dolby Laboratories Licensing Corporation,KG,EA 050028,EA050028,False
Dolby Laboratories Licensing Corporation,KG,EA 052026,EA052026,False
Dolby Laboratories Licensing Corporation,KH,KH /GRRP.SG/00029,KH/GRRP.SG/00029,False
Dolby Laboratories Licensing Corporation,KH,KH /GP/00082 SG,KH/GP/00082SG,False
Dolby Laboratories Licensing Corporation,KM,OA 19660,OA19660,False
Dolby Laboratories Licensing Corporation,KR,"KR 1,405,019",KR1405019,False
Dolby Laboratories Licensing Corporation,KR,"KR 1,405,032",KR1405032,False
Dolby Laboratories Licensing Corporation,KR,"KR 1,768,435",KR1768435,False
Dolby Laboratories Licensing Corporation,KR,"KR 1,812,469",KR1812469,False
Dolby Laboratories Licensing Corporation,KR,"KR 1,865,543",KR1865543,False
Dolby Laboratories Licensing Corporation,KR,"KR 2,105,317",KR2105317,False
Dolby Laboratories Licensing Corporation,KR,"KR 2,141,193",KR2141193,False
Dolby Laboratories Licensing Corporation,KR,"KR 2,197,273",KR2197273,False
Dolby Laboratories Licensing Corporation,KR,"KR 2,197,647",KR2197647,False
Dolby Laboratories Licensing Corporation,KR,"KR 2,222,476",KR2222476,False
Dolby Laboratories Licensing Corporation,KR,"KR 2,245,919",KR2245919,False
Dolby Laboratories Licensing Corporation,KR,"KR 2,284,891",KR2284891,False
Dolby Laboratories Licensing Corporation,KR,"KR 2,304,448",KR2304448,False
Dolby Laboratories Licensing Corporation,KR,"KR 2,311,046",KR2311046,False
Dolby Laboratories Licensing Corporation,KR,"KR 2,332,475",KR2332475,False
Dolby Laboratories Licensing Corporation,KR,"KR 2,377,426",KR2377426,False
Dolby Laboratories Licensing Corporation,KR,"KR 2,380,163",KR2380163,False
Dolby Laboratories Licensing Corporation,KR,"KR 2,385,015",KR2385015,False
Dolby Laboratories Licensing Corporation,KR,"KR 2,433,239",KR2433239,False
Dolby Laboratories Licensing Corporation,KR,"KR 2,502,747",KR2502747,False
Dolby Laboratories Licensing Corporation,KR,"KR 2,526,108",KR2526108,False
Dolby Laboratories Licensing Corporation,KR,"KR 2,553,977",KR2553977,False
Dolby Laboratories Licensing Corporation,KR,"KR 2,602,528",KR2602528,False
Dolby Laboratories Licensing Corporation,KR,"KR 2,655,945",KR2655945,False
Dolby Laboratories Licensing Corporation,KR,"KR 2,656,330",KR2656330,False
Dolby Laboratories Licensing Corporation,KR,"KR 2,672,149",KR2672149,False
Dolby Laboratories Licensing Corporation,KR,"KR 2,717,224",KR2717224,False
Dolby Laboratories Licensing Corporation,KR,"KR 2,717,738",KR2717738,False
Dolby Laboratories Licensing Corporation,KR,"KR 2,753,389",KR2753389,False
Dolby Laboratories Licensing Corporation,KR,"KR 2,758,666",KR2758666,False
Dolby Laboratories Licensing Corporation,KR,"KR 2,758,672",KR2758672,False
Dolby Laboratories Licensing Corporation,KR,"KR 2,776,564",KR2776564,False
Dolby Laboratories Licensing Corporation,KR,"KR 2,820,501",KR2820501,False
Dolby Laboratories Licensing Corporation,KZ,EA 039463,EA039463,False
Dolby Laboratories Licensing Corporation,KZ,EA 042523,EA042523,False
Dolby Laboratories Licensing Corporation,KZ,EA 042564,EA042564,False
Dolby Laboratories Licensing Corporation,KZ,EA 044734,EA044734,False
Dolby Laboratories Licensing Corporation,KZ,EA 047543,EA047543,False
Dolby Laboratories Licensing Corporation,KZ,EA 048261,EA048261,False
Dolby Laboratories Licensing Corporation,KZ,EA 048724,EA048724,False
Dolby Laboratories Licensing Corporation,KZ,EA 050028,EA050028,False
Dolby Laboratories Licensing Corporation,KZ,EA 052026,EA052026,False
Dolby Laboratories Licensing Corporation,LA,LA 958,LA958,False
Dolby Laboratories Licensing Corporation,LA,LA 959,LA959,False
Dolby Laboratories Licensing Corporation,LI,"EP 2,308,239",EP2308239,False
Dolby Laboratories Licensing Corporation,LI,"EP 3,079,055",EP3079055,False
Dolby Laboratories Licensing Corporation,LI,"EP 3,514,677",EP3514677,False
Dolby Laboratories Licensing Corporation,LI,"EP 3,523,970",EP3523970,False
Dolby Laboratories Licensing Corporation,LI,"EP 3,595,281",EP3595281,False
Dolby Laboratories Licensing Corporation,LI,"EP 3,742,715",EP3742715,False
Dolby Laboratories Licensing Corporation,LI,"EP 3,800,542",EP3800542,False
Dolby Laboratories Licensing Corporation,LI,"EP 3,800,543",EP3800543,False
Dolby Laboratories Licensing Corporation,LI,"EP 3,850,847",EP3850847,False
Dolby Laboratories Licensing Corporation,LI,"EP 3,974,956",EP3974956,False
Dolby Laboratories Licensing Corporation,LI,"EP 4,009,620 C0",EP4009620C0,False
Dolby Laboratories Licensing Corporation,LI,"EP 4,064,706",EP4064706,False
Dolby Laboratories Licensing Corporation,LI,"EP 4,072,137",EP4072137,False
Dolby Laboratories Licensing Corporation,LI,"EP 4,137,929",EP4137929,False
Dolby Laboratories Licensing Corporation,LI,"EP 4,150,909",EP4150909,False
Dolby Laboratories Licensing Corporation,LI,"EP 4,155,898",EP4155898,False
Dolby Laboratories Licensing Corporation,LI,"EP 4,160,385",EP4160385,False
Dolby Laboratories Licensing Corporation,LI,"EP 4,236,325",EP4236325,False
Dolby Laboratories Licensing Corporation,LI,"EP 4,300,974",EP4300974,False
Dolby Laboratories Licensing Corporation,LI,"EP 4,472,202",EP4472202,False
Dolby Laboratories Licensing Corporation,LI,"EP 4,472,203",EP4472203,False
Dolby Laboratories Licensing Corporation,LR,AP 6125,AP6125,False
Dolby Laboratories Licensing Corporation,LR,AP 6941,AP6941,False
Dolby Laboratories Licensing Corporation,LR,AP 7595,AP7595,False
Dolby Laboratories Licensing Corporation,LR,AP 7968,AP7968,False
Dolby Laboratories Licensing Corporation,LS,AP 6125,AP6125,False
Dolby Laboratories Licensing Corporation,LS,AP 6941,AP6941,False
Dolby Laboratories Licensing Corporation,LS,AP 7595,AP7595,False
Dolby Laboratories Licensing Corporation,LS,AP 7968,AP7968,False
Dolby Laboratories Licensing Corporation,LT,"EP 2,308,239",EP2308239,False
Dolby Laboratories Licensing Corporation,LT,"EP 3,079,055",EP3079055,False
Dolby Laboratories Licensing Corporation,LT,"EP 3,514,677",EP3514677,False
Dolby Laboratories Licensing Corporation,LT,"EP 3,595,281",EP3595281,False
Dolby Laboratories Licensing Corporation,LT,"EP 3,742,715",EP3742715,False
Dolby Laboratories Licensing Corporation,LT,"EP 4,009,620 C0",EP4009620C0,False
Dolby Laboratories Licensing Corporation,LU,"EP 3,079,055",EP3079055,False
Dolby Laboratories Licensing Corporation,LU,"EP 3,514,677",EP3514677,False
Dolby Laboratories Licensing Corporation,LU,"EP 3,523,970",EP3523970,False
Dolby Laboratories Licensing Corporation,LU,"EP 3,595,281",EP3595281,False
Dolby Laboratories Licensing Corporation,LU,"EP 3,742,715",EP3742715,False
Dolby Laboratories Licensing Corporation,LU,"EP 3,850,847",EP3850847,False
Dolby Laboratories Licensing Corporation,LU,"EP 4,009,620 C0",EP4009620C0,False
Dolby Laboratories Licensing Corporation,LU,"EP 4,064,706",EP4064706,False
Dolby Laboratories Licensing Corporation,LU,"EP 4,072,137",EP4072137,False
Dolby Laboratories Licensing Corporation,LU,"EP 4,150,909",EP4150909,False
Dolby Laboratories Licensing Corporation,LU,"EP 4,236,325",EP4236325,False
Dolby Laboratories Licensing Corporation,LU,"EP 4,300,974",EP4300974,False
Dolby Laboratories Licensing Corporation,LV,"EP 3,079,055",EP3079055,False
Dolby Laboratories Licensing Corporation,LV,"EP 3,514,677",EP3514677,False
Dolby Laboratories Licensing Corporation,LV,"EP 3,595,281",EP3595281,False
Dolby Laboratories Licensing Corporation,LV,"EP 3,742,715",EP3742715,False
Dolby Laboratories Licensing Corporation,LV,"EP 4,009,620 C0",EP4009620C0,False
Dolby Laboratories Licensing Corporation,MC,"EP 3,079,055",EP3079055,False
